target,text
1,prize go anoth custom c polo ltd suit 373 london w1j 6hl pleas call back busi
0,mum went 2 dentist
0,im inperialmus listening2th weirdest track ever byåóleafcutt like insect molest someon plumb remix evil men acid
0,dunno dat wat told ok lor
0,sorri troubl u buy 4d dad 1405 1680 2 big 1 small sat n sun thanx
0,pl dont play other life
0,dun need use dial juz open da browser n surf
0,da what plan
0,come
0,thx well month
0,av new number wil u use one ta
0,edison rightli said fool ask question wise man know us speechless viva gm
1,guess somebodi know secretli fanci wan na find give us call 09065394514 landlin datebox1282essexcm61xn 18
1,ur current 500 pound maxim ur send cash 86688 cc 08708800282
0,also hi wesley
0,need drug anymor
0,sound like someth someon test would sayi
0,bruv hope great break reward semest
0,bought test yesterday someth let know exact day u get 2u 2 3wk pl pl dont fret know u r worri pl relax also anyth ur past histori u need tell
0,aight wat happen side
0,hey mate how u honey u ave good holiday gimmi de goss x
0,thank look realli appreci
0,lick everi drop readi use mouth well
1,natali invit friend repli see stop send stop frnd 62468
1,winner valu network custom select receivea prize reward claim call claim code kl341 valid 12 hour
0,ju finish lunch way home lor tot u dun wan 2 stay sch today
1,urgent 2nd attempt contact u u call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvari 50
0,pleas inform applic airtel broadband process success instal happen within 3 day
0,webpag avail
0,love smell bu ai tobacco
0,oh half hour much longer syria canada eh wow must get much work done day us extra time grin
0,yeah tri scroung someth
0,wow healthi old airport rd lor cant thk anyth els b bath dog later
0,r comin back dinner
0,hey tmr meet bugi 930
0,black shirt n blue jean thk c
0,use foreign stamp countri good lectur
0,still grinder
0,ok omw castor
0,boy late 2 home father
0,ye said
0,cinema plu drink appeal tomo fr thriller director like mac
0,good afternoon love goe day woke earli onlin wait hmmm italian boy onlin see grin
0,knew u slept v late yest wake late
1,1 new voicemail pleas call 08719181513
1,500 free text msg text ok 80488 credit account
0,aiyo pleas got time meh
0,pleas reserv ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve alreadi see net ticket avail want book ticket tackl
0,ya ok dinner
0,oh shut omg yesterday dream 2 kid boy piss kid boy even told mark dream chang diaper caus get owe face
0,storm msg wen u lift phne u say u knw wt real mean hello name girl ye u knw dat girl margaret girlfrnd f grahmbel invnt telphon moral one 4get name person
0,sent score sopha secondari applic school think think appli research cost also contact joke ogunrind school one less expens one
1,sm servic inclus text credit pl goto 3qxj9 unsubscrib stop extra charg help 9ae
0,know anthoni bring money school fee pay rent stuff like that need help friend need
0,alright bring see like lt gt min
0,india go draw seri mani year south african soil
0,use foreign stamp whatev send
0,depend would like treat
0,cancel cheyyamo get money back
0,posibl dnt live lt gt centuri cm frwd n thnk differ
1,xma iscom ur award either cd gift voucher free entri 2 r weekli draw txt music 87066 tnc
0,notic like look shit mirror your turn right freak
0,lt gt fast approach wish u happi new year happi sankranti happi republ day happi valentin day happi shivratri happi ugadi happi fool day happi may day happi independ day happi friendship mother father teacher children day amp happi birthday 4 happi ganesh festiv happi dasara happi diwali happi christma lt gt good morn afternoon even night rememberi first wish u raj
0,idc get weasel way shit twice row
0,finish alreadi yar keep say mushi embarrass ok
0,hey forget mine possess properti mmm childish smile
0,true passabl get high score appli phd get 5year salari make life easier
0,ahhhh woken bad dream u tho dont like u right didnt know anyth comedi night guess im
0,hey gal u wan na meet 4 dinner nìâte
0,good sleep rhythm person establish rhythm bodi learn use want know
1,urgent call 09066350750 landlin complimentari 4 ibiza holiday cash await collect sae cs po box 434 sk3 8wp 150 ppm
0,sure tri make xavier smoke want smoke told smoke much
0,pl clarifi back open return ticket prepon go back kerala
0,onlin transact
0,thought put back box
0,simpli sit watch match offic
0,stupid say challeng dont think write instead respond im
0,cal sir meet
0,hey compani elama po mudyadhu
0,ye possibl dint tri pl dont tell one k
0,life spend someon lifetim may meaningless moment spent someon realli love mean life
0,babe need advic
0,piss talk someon realis u point read backward
1,83039 uk break accommodationvouch term condit appli 2 claim mustprovid claim number 15541
1,ye place town meet excit adult singl uk txt chat 86688
0,actual decid hungri left yet v
0,dude go sup
0,heard abt tat
0,also maaaan miss
0,dunno co v late n reach insid alreadi ate spageddi lor e gal r laugh lor
0,well weather cali great complex great need car move freeli tax outrag great place sad part miss home
0,fun fact although would think armand would eventu build toler shit consid much smoke get fuck like 2 hit
0,oh rite well im best mate pete went 4 2geva longer week
0,messag sent askin lt gt dollar shoul pay lt gt lt gt
0,bruce b down amp fletcher
0,pl speak wont ask anyth friendship
0,lot sick thing go round take easi hope u feel better soon lol
1,valentin day special win quiz take partner trip lifetim send go 83600 rcvd
0,happen tell truth
0,miss ya need ya want ya love ya
0,oga left phone home saw ur messag hope good great weekend
0,missionari hook doggi hook stand
0,ok im sure time finish tomorrow wan na spend even co would vewi vewi lubli love xxx
1,mobil number claim call us back ring claim hot line 09050005321
1,free top rington weekli 1st week subpoli 3 per
0,yesterday go home
0,call later afternoon onword mtnl servic get problem south mumbai hear listen
0,pl speak custom machan
0,train tomorrow
1,accordingli repeat text word ok mobil phone send
1,free2day sexi st georg day pic jordan txt pic 89080 dont miss everi wk sauci celeb 4 pic c 0870241182716
0,k come nordstrom done
1,u r winner u ave special select 2 receiv cash 4 holiday flight inc speak live oper 2 claim 18
0,think one say clearli ok leav need ask go come
0,good let thank god pleas complet drug lot water beauti day
0,plane give month end
0,call like lt gt time oh give us hypertens oh
0,good find way
0,also thk fast xy suggest one u dun wan go 2 rain leh got gd
0,went attend anoth two round today still reach home
1,8007 free 1st week no1 nokia tone 4 ur mob everi week txt nokia 8007 get txting tell ur mate pobox 36504 w4 5wq norm
0,cant u tri new invent fli
0,r go 4 today meet
0,babe thasa bit mess
0,huh got lesson 4 lei n thinkin go sch earlier n tot parkin kent vale
0,sch fr dun haf da book sch home
0,im done studyn librari
0,somewher beneath pale moon light someon think u dream come true goodnit amp sweet dream
0,yeah think use gt atm regist sure anyway help let know sure readi
0,leav hous
0,bank say money
0,thk 50 shd ok said plu minu 10 leav line paragraph
0,hello madam
0,funer home audrey dad
0,wait 2 min stand bu stop
0,common hearin r u wat r u ur day let ask u someth differ u smile today gud evng
0,ok juz receiv
0,sorri delay ye master
0,dunno ju say go lido time 930
0,im gon na miss u much
0,well slightli disastr class pm fav darl hope day coffe wld good ca stay late tomorrow time place alway
0,ask call ok
0,r outsid alreadi
0,peopl see msg think iam addict msging wrong bcoz know iam addict sweet friend bslvyl
0,lol alright thinkin haha
0,uncl atlanta wish guy great semest
0,hi jess dont know work call u im home eve xxx
0,havent shop lor juz arriv
1,urgent mobil award bonu caller prize final attempt 2 contact u call 08714714011
0,check realli miss see jeremiah great month
0,glad talk
0,man bu slow think gon na get
0,help u swoop pick u wherev ur bird r meet u want
0,alway look excus citi
0,hey repli pa
0,yet chikku go room nw bu
0,realli hope work doesnt get stress gr8 day
0,kay sinc alreadi
0,night sweet sleep well see exorc emili rose may never sleep hug snog
0,ye reg ciao
0,even v good somewhat event laden fill worri head ok throat wreck see six
0,dunno lei like dun haf
0,thank yesterday sir wonder hope enjoy burial mojibiola
0,brother transfer lt gt lt gt pa
0,best line said love wait till day forget u day u realiz u forget gn
0,kalli home home town durban
0,hospit da return home even
1,today voda number end 7634 select receiv reward match pleas call 08712300220 quot claim code 7684 standard rate appli
0,hey ad crap nite borin without ya 2 boggi u bore biatch thanx u wait til nxt time il ave ya
0,keep ten rs shelf buy two egg
1,big brother alert comput select u 10k cash 150 voucher call ntt po box cro1327 bt landlin cost 150ppm mobil vari
1,1 new messag pleas call 08712400200
0,oh ok prob
0,hi roger cl
0,oh shit thought trip loooooool make much sens grin sofa refer link sent went trip oh babe go celebr rent
0,4 taco 1 raja burrito right
0,
0,hey veggi pizza
0,hungri
0,fight world easi u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose
0,u call right call hand phone
0,yeah ju rite
0,guess pub im im happi pig clover whatev say
0,ca keep go never intent run choos rather keep room clean say visitor mayb best choic ye want embarass mayb feel feel friend want drop buy say happen morn tri everyth know els
0,imagin life without see fast u search worri l alway disturb u goodnoon
0,oh take test
0,wa ur openin sentenc formal anyway fine juz tt eatin much n puttin weight haha anythin special happen
0,ye glad made
0,height confid aeronaut professor wer calld amp wer askd 2 sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt 1 didnt move said made student
0,oh oh wast den muz chiong sat n sun liao
0,yup leav right back soon
0,yeah got one line us
0,busi juz dun wan 2 go earli hee
0,shop eh ger toke abt syd leh haha
0,u find sitter kaitlyn sick slept day yesterday
0,littl difficult simpl way enter place
0,ca make tonight
0,still game
0,bognor splendid time year
0,siva hostel aha
0,ticket 4 walsal tue 6 th march mate get sat ill pay treat want 2 go txt bak
0,chikku nt yet ya free
0,dun believ wat
0,nothin come mind ìï help buy hanger lor ur laptop heavi
0,found diff farm shop buy chees way back call
0,dog must alway wait till end day word run time cell alreadi
0,thank keep mind
0,well im computerless time make oreo truffl
0,de ask like
0,oh fuck sake like tallahasse
0,actual exam harder nbme
0,hmm yeah groov im look forward pound special
0,custom place call
0,actual mobil full msg work onlin need send lt gt sent msg wil explain u later
0,plan usual stop hella weed
1,congratul ur award either yr suppli cd virgin record mysteri gift guarante call 09061104283 ts cs approx 3min
0,account refil success inr lt decim gt keralacircl prepaid account balanc rs lt decim gt transact id kr lt gt
0,kalli wont play first two odi
0,cool text way
0,wat time liao still got
0,hey sexi bun told ador loverboy hope rememb thank sister law meatbal grin love babe
1,sorri u unsubscrib yet mob offer packag min term 54 week pl resubmit request expiri repli themob help 4 info
0,oh unintent bad time great finger train play along give fifteen min warn
0,yay better told 5 girl either
0,darlin youphon im athom youwanna
0,dad went oredi
0,wonder phone batteri went dead tell love babe
